Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
EVTC,"Evertec Inc",33.43,0.15,+0.45%,33.49,33.97,33.37,271981,"18:30 ET"
EWCZ,"European Wax Center Cl A",4.9,0,0.00%,4.91,5.01,4.87,596000,2025-07-21
EWTX,"Edgewise Therapeutics Inc",13.39,-0.15,-1.11%,13.52,13.79,13.34,286400,2025-07-21
EXFY,"Expensify Inc Cl A",2.17,0.05,+2.36%,2.12,2.21,2.1,727300,2025-07-21
EXLS,"Exlservice Holdings",42.59,0.05,+0.12%,42.9,43.15,42.4,1986500,2025-07-21
EXPI,"eXp World Holdings Inc",10.01,0.1,+1.01%,10.02,10.28,9.96,1030600,2025-07-21
EXPO,"Exponent Inc",71.34,-1.17,-1.61%,72.52,73.05,71.29,229400,2025-07-21
EXTR,"Extreme Networks",17.63,0.11,+0.63%,17.53,17.75,17.38,798800,2025-07-21
EYE,"National Vision Holdings Inc",25.31,0.22,+0.88%,25.31,25.65,24.87,1866800,2025-07-21
EYPT,"Eyepoint Pharmaceuticals Inc",10.54,0.12,+1.15%,10.5,11.08,10.48,749300,2025-07-21
FA,"First Advantage Corp",17.7,0.07,+0.40%,17.71,18.19,17.47,798200,2025-07-21
FARO,"Faro Tech Inc",43.99,0.21,+0.48%,43.8,44.01,43.795,2603400,2025-07-21
FATE,"Fate Therapeutics",1.15,0.02,+1.77%,1.14,1.17,1.125,838900,2025-07-21
FBIZ,"First Business Finan",53.81,0.1,+0.19%,54.02,54.33,53.6,19700,2025-07-21
FBK,"Fb Financial Corp",48.54,-0.25,-0.51%,48.85,49.02,48.26,319695,"18:30 ET"
FBLA,"Fb Bancorp Inc",11.9,0.06,+0.51%,11.84,11.91,11.84,69600,2025-07-21
FBLG,"Fibrobiologics Inc",0.6672,-0.0042,-0.63%,0.69,0.69,0.661,293900,2025-07-21
FBNC,"First Bancorp [Nc]",47.52,-0.18,-0.38%,47.94,48.41,47.5,210300,2025-07-21
FBP,"First Bancorp",21.86,-0.22,-1.00%,22.14,22.285,21.86,1026723,"18:30 ET"
FBRT,"Franklin Bsp Realty Trust Inc",10.39,-0.06,-0.57%,10.5,10.595,10.39,558794,"18:30 ET"
FC,"Franklin Covey Company",19.68,0.35,+1.81%,19.49,19.82,19.255,118175,"18:30 ET"
FCAP,"First Capital Inc",39.48,0.47,+1.20%,38.52,39.48,38.52,3500,2025-07-21
FCBC,"First Community Bksh",40.78,0.45,+1.12%,40.46,41.65,39.91,42700,2025-07-21
FCCO,"First Community Corp",25.34,-0.07,-0.28%,25.49,25.69,25.3,33200,2025-07-21
FCEL,"Fuelcell Energy Inc",5.36,0.05,+0.94%,5.35,5.68,5.32,1895800,2025-07-21
FCF,"First Commonwealth Financial Corp",16.78,-0.11,-0.65%,16.91,17.06,16.77,406617,"18:30 ET"
FCFS,"Firstcash Holdings Inc",131.51,-1.09,-0.82%,132.36,133.26,131.22,279300,2025-07-21
FCPT,"Four Corners Property Trust IN",26.36,0.02,+0.08%,26.5,26.64,26.265,674881,"18:30 ET"
FDBC,"Fidelity D & D Bancorp Inc",45.17,1.39,+3.17%,44.14,45.17,43.55,32800,2025-07-21
FDMT,"4D Molecular Therapeutics Inc",4.24,0.02,+0.47%,4.22,4.4,4.14,317700,2025-07-21
FDP,"Fresh Del Monte Produce",34.66,0.86,+2.54%,33.9,35.03,33.73,414044,"18:30 ET"
FEIM,"Frequency Elcts Inc",23.22,1.75,+8.15%,21.66,23.49,21.55,483300,2025-07-21
FELE,"Franklin Electric Company",90.32,-0.54,-0.59%,91.17,91.87,90.27,172500,2025-07-21
FENC,"Fennec Pharmaceuticals Inc",8.41,-0.03,-0.41%,8.47,8.65,8.28,52500,2025-07-21
FET,"Forum Energy Technologies Inc",19.2,-0.4,-2.04%,19.77,19.955,19.145,66195,"18:30 ET"
FF,"Futurefuel Corp",4.07,0,0.00%,4.11,4.165,4.07,116252,"18:30 ET"
FFAI,"Faraday Future Intelligent Electric Inc",2.05,0.13,+6.77%,2.05,2.15,2.01,15961999,2025-07-21
FFBC,"First Finl Bncp [Oh]",24.59,-0.27,-1.09%,24.88,25.08,24.55,354000,2025-07-21
FFIC,"Flushing Finl Corp",12.61,0.12,+0.96%,12.54,12.69,12.51,234700,2025-07-21
FFIN,"First Finl Bkshs Inc",37.5,0.18,+0.48%,37.54,38.13,37.37,677900,2025-07-21
FFWM,"First Foundation",5.29,-0.05,-0.94%,5.39,5.45,5.28,582035,"18:30 ET"
FG,"F&G Annuities & Life Inc",30.69,-0.35,-1.13%,31.21,31.33,30.665,100424,"18:30 ET"
FHTX,"Foghorn Therapeutics Inc",6.1,-0.03,-0.49%,6.14,6.37,6.07,68500,2025-07-21
FIBK,"First Interstate Ban",30.53,-0.23,-0.75%,30.76,31.1,30.52,450900,2025-07-21
FIGS,"Figs Inc Cl A",6.03,0.12,+2.03%,6.04,6.29,5.965,1680819,"18:30 ET"
FIHL,"Fidelis Insurance Holdings Limited",15.82,-0.16,-1.00%,15.97,16.09,15.82,379213,"18:30 ET"
FINW,"Finwise Bancorp",15.7,-0.06,-0.38%,15.21,16.08,15.21,13300,2025-07-21
FIP,"Ftai Infrastructure Inc",6.97,0.22,+3.26%,6.8,6.99,6.78,1218600,2025-07-21
FISI,"Financial Institut",27.23,-0.02,-0.07%,27.29,27.59,27.15,165800,2025-07-21
FIVN,"Five9 Inc",27.29,0.35,+1.30%,27.4,27.65,26.9,1594000,2025-07-21
FIZZ,"Natl Beverage Corp",46.54,0.22,+0.47%,46.31,46.82,45.81,107400,2025-07-21
FL,"Footlocker Inc",25.56,0.39,+1.55%,25.3,25.725,25.24,3981770,"18:30 ET"
FLG,"Flagstar Financial Inc",11.86,0.1,+0.85%,11.85,12.11,11.8,5956418,"18:30 ET"
FLGT,"Fulgent Genetics Inc",17.75,-0.03,-0.17%,17.87,18.03,17.5,223800,2025-07-21
FLL,"Full House Rsts",4.72,0.01,+0.21%,4.72,4.9,4.64,243300,2025-07-21
FLNC,"Fluence Energy Inc Cl A",9.53,0.57,+6.36%,9.17,9.64,9.14,6123500,2025-07-21
FLNG,"Flex Lng Ltd",22.83,-0.27,-1.17%,23,23.07,22.74,372044,"18:30 ET"
FLOC,"Flowco Holdings Inc Cl A",18.71,-0.11,-0.58%,18.72,19.22,18.65,307306,"18:30 ET"
FLR,"Fluor Corp",54.03,-0.92,-1.67%,55.22,55.56,54,2710309,"18:30 ET"
FLWS,1-800-Flowers.com,5.16,0.01,+0.19%,5.15,5.35,5.13,382300,2025-07-21
FLXS,"Flexsteel Inds",37.42,0.35,+0.94%,37.07,38.02,37.07,11100,2025-07-21
FLYW,"Flywire Corp Voting",11.21,0.37,+3.41%,10.87,11.23,10.77,1943800,2025-07-21
FLYY,"Spirit Aviation Holdings Inc",4.68,0.18,+4.00%,4.51,4.705,4.47,246925,"18:30 ET"
FMAO,"Farmers & Merch Banc",26.64,0.7,+2.70%,26,26.98,25.62,30900,2025-07-21
FMBH,"First Mid Ill Bncshr",38.83,-0.05,-0.13%,38.89,39.49,37.44,49900,2025-07-21
FMNB,"Farmers Natl Banc Corp",13.91,0.03,+0.22%,13.9,14.06,13.85,56500,2025-07-21
FN,Fabrinet,309.5,-1.45,-0.47%,310.25,314.47,307.965,291610,"18:30 ET"
FNKO,"Funko Inc Cl A",4.64,-0.06,-1.28%,4.7,4.96,4.45,960500,2025-07-21
FNLC,"First Bancorp Inc",26.7,-0.03,-0.11%,26.81,27.05,26.67,11500,2025-07-21
FNWD,"Finward Bancorp",26.9,0.27,+1.01%,26.68,27,26.68,6800,2025-07-21
FOA,"Finance of America Companies Inc Cl A",23.95,0.21,+0.88%,23.6,24.21,23.5,60941,"18:30 ET"
FOLD,"Amicus Therapeutics",6.05,0.09,+1.51%,6,6.12,5.95,3631900,2025-07-21
FOR,"Forestar Group Inc",22.08,0.24,+1.10%,22.15,22.56,21.775,279950,"18:30 ET"
FORM,"Formfactor Inc",35.62,0.34,+0.96%,35.54,36.28,35.5,528700,2025-07-21
FORR,"Forrester Resrch",9.96,0.4,+4.18%,9.56,10.04,9.42,123900,2025-07-21
FOXF,"Fox Factory Corp",26.33,0.53,+2.05%,26.19,26.59,25.8,359600,2025-07-21
FPI,"Farmland Partners Inc",11.4,-0.04,-0.35%,11.49,11.615,11.4,599157,"18:30 ET"
FRAF,"Franklin Finl Svcs Corp",40.34,0.1,+0.25%,40.23,40.51,40.23,32600,2025-07-21
FRBA,"First Bank",15.53,-0.01,-0.06%,15.56,15.73,15.52,31700,2025-07-21
FRD,"Friedman Industries Inc",15.95,0.62,+4.04%,15.33,16.12,15.33,34100,2025-07-21
FRGE,"Forge Global Hldgs Inc",17.99,-0.23,-1.26%,18.5,18.735,17.68,132813,"18:30 ET"
FRME,"First Merchants Corp",40.9,0.29,+0.71%,40.75,41.12,40.47,298900,2025-07-21
FRPH,"Frp Holdings Inc",27.39,0.45,+1.67%,26.93,27.5,26.93,35800,2025-07-21
FRSH,"Freshworks Inc Cl A",14.77,0.15,+1.03%,14.73,14.85,14.6,3253600,2025-07-21
FRST,"Primis Financial Corp",11.87,-0.03,-0.25%,11.99,11.99,11.76,76100,2025-07-21
FSBC,"Five Star Bancorp",30.25,0.13,+0.43%,30.28,30.83,30.02,47800,2025-07-21
FSBW,"FS Bancorp Inc",41.67,0.7,+1.71%,41.2,41.73,41.2,10900,2025-07-21
FSFG,"First Savings Financ",26.15,-0.05,-0.19%,26,26.72,25.97,44400,2025-07-21
FSLY,"Fastly Inc",7.15,0.03,+0.42%,7.21,7.35,7.1018,1951904,"18:30 ET"
FSP,"Franklin Street Properties",1.65,0.02,+1.23%,1.64,1.66,1.63,202480,"18:30 ET"
FSS,"Federal Signal Corp",108,-0.24,-0.22%,109.12,109.47,107.64,536187,"18:30 ET"
FSTR,"Foster L B Company",22.38,-0.36,-1.58%,22.89,23.22,22.38,18600,2025-07-21
FSUN,"Firstsun Capital Bancorp",39.39,0.25,+0.64%,39.26,39.58,39.01,92400,2025-07-21
FTAI,"Ftai Aviation Ltd",113.88,0.29,+0.26%,114.07,114.8,111.81,787300,2025-07-21
FTDR,"Frontdoor Inc",57.33,-0.45,-0.78%,57.75,57.97,56.4,596400,2025-07-21
FTK,"Flotek Industries",12.14,-0.41,-3.27%,12.7,12.7,12.12,382070,"18:30 ET"
FTLF,"Fitlife Brands Inc",12.97,0.23,+1.81%,12.78,13.26,12.73,10700,2025-07-21
FTRE,"Fortrea Holdings Inc",4.66,-0.03,-0.64%,4.77,4.77,4.57,1063600,2025-07-21
FUBO,"Fubo TV",3.32,-0.03,-0.90%,3.4,3.48,3.31,10519834,"18:30 ET"
FUL,"H. B. Fuller Company",59.7,-0.43,-0.72%,60.65,60.65,59.62,368130,"18:30 ET"
FULC,"Fulcrum Therapeutics Inc",7.1,-0.55,-7.19%,7.62,7.81,7.03,608000,2025-07-21
FULT,"Fulton Financial Cor",19.4,-0.22,-1.12%,19.69,19.86,19.4,1582100,2025-07-21
FUN,"Cedar Fair LP",30.96,0.21,+0.68%,30.93,31.16,30.67,2726523,"18:30 ET"
FUNC,"First United Corp",35.76,0.93,+2.67%,35,36.14,35,40700,2025-07-21
FVCB,"Fvcbankcorp Inc",13.24,0.03,+0.23%,13.2,13.48,13.15,40000,2025-07-21
FVR,"Frontview REIT Inc",12.42,0.19,+1.55%,12.41,12.45,12.3,80235,"18:30 ET"
FWRD,"Foward Air Corp",27.06,0.25,+0.93%,27.1,27.84,26.37,443100,2025-07-21
FWRG,"First Watch Restaurant Group Inc",17,0.16,+0.95%,17.04,17.33,16.87,561600,2025-07-21
FXNC,"First Natl Corp Strasburg VA",21.01,0.35,+1.69%,20.88,21.07,20.8,31200,2025-07-21
GABC,"German Amer Bncp Inc",40.84,-0.03,-0.07%,40.87,41.36,40.59,94100,2025-07-21
GAIA,"Gaiam Inc",4.06,-0.02,-0.49%,4.08,4.15,4.02,26900,2025-07-21
GALT,"Galectin Therapeutic",2.74,-0.06,-2.14%,2.8,2.96,2.73,304500,2025-07-21
GAMB,"Gambling.com Group Ltd",11.02,-0.07,-0.63%,11.22,11.35,11,383700,2025-07-21
GATX,"GATX Corp",153.49,-0.51,-0.33%,154.28,154.425,152.2,217716,"18:30 ET"
GBCI,"Glacier Bancorp Inc",45.19,-0.52,-1.14%,45.99,46.185,45.16,666044,"18:30 ET"
GBFH,"Gbank Finl Hldgs",42.97,0.25,+0.59%,42.72,43.97,41.08,57000,2025-07-21
GBIO,"Generation Bio Co.",0.421,0.0147,+3.62%,0.4148,0.4285,0.4,1771600,2025-07-21
GBTG,"Global Business Travel Group Inc",6.31,-0.01,-0.16%,6.36,6.4,6.26,668035,"18:30 ET"
GBX,"Greenbrier Companies",48,-0.64,-1.32%,49.27,49.27,48,335832,"18:30 ET"
GCBC,"Greene County Bncp",25.35,0.14,+0.56%,25.29,25.81,25.14,16300,2025-07-21
GCI,"Gannett Inc",3.56,0.02,+0.56%,3.56,3.59,3.515,1220159,"18:30 ET"
GCMG,"Gcm Grosvenor Inc",11.82,0.01,+0.08%,11.8,11.88,11.7,438100,2025-07-21
GCO,"Genesco Inc",23.42,0.46,+2.00%,23.34,23.6899,23.09,315528,"18:30 ET"
GCT,"Gigacloud Technology Inc Cl A",22.05,0.63,+2.94%,21.61,22.42,21.52,571400,2025-07-21
GDEN,"Golden Entmt",28.97,0.43,+1.51%,28.76,29.17,28.5,316300,2025-07-21
GDOT,"Green Dot Corp",10.38,-0.2,-1.89%,10.61,10.7,10.38,921550,"18:30 ET"
GDYN,"Grid Dynamics Holdings Inc",10.62,0.12,+1.14%,10.56,10.78,10.52,696000,2025-07-21
GEF,"Greif Bros Corp",65.77,-0.06,-0.09%,65.97,66.42,65.77,153486,"18:30 ET"
GEF.B,"Greif Bros Corp Cl B",68.51,0.11,+0.16%,68.8901,69.3054,68.51,5349,"18:30 ET"
GENC,"Gencor Industries IN",13.95,0.11,+0.79%,13.9,14.02,13.7822,13668,"18:30 ET"
GENI,"Genius Sports Ltd",11.08,-0.29,-2.55%,11.74,11.74,10.965,5062364,"18:30 ET"
GEO,"Geo Group Inc",24.11,-0.41,-1.67%,24.6,24.6,23.76,3058207,"18:30 ET"
GEOS,"Geospace Technologie",11.31,0.58,+5.41%,10.73,11.55,10.51,169700,2025-07-21
GERN,"Geron Corp",1.23,-0.01,-0.81%,1.26,1.29,1.22,8290600,2025-07-21
GETY,"Getty Images Holdings Inc Cl A",1.86,0.14,+8.14%,1.7,1.87,1.7,1494654,"18:30 ET"
GEVO,"Gevo Inc",1.48,-0.08,-5.13%,1.57,1.6,1.465,3180200,2025-07-21
GFF,"Griffon Corp",77.95,1.09,+1.42%,77.48,78.4,76.86,253017,"18:30 ET"
GH,"Guardant Health Inc",45.64,-0.82,-1.76%,46.79,47,45.51,1579800,2025-07-21
GHC,"Graham Holdings Company",882.65,-13.7,-1.53%,899.96,912.125,882.21,28264,"18:30 ET"
GHM,"Graham Corp",51.86,0.51,+0.99%,51.62,52.66,51.2,89030,"18:30 ET"
GIC,"Global Industrial Co.",26.89,-0.02,-0.07%,27.02,27.265,26.89,60658,"18:30 ET"
GIII,"G-III Apparel Gp",23.21,0.13,+0.56%,23.12,23.37,22.99,520100,2025-07-21
GKOS,"Glaukos Corp",96.73,-0.97,-0.99%,97.47,98.635,96.69,618759,"18:30 ET"
GLDD,"Great Lakes Drg Dock",11.25,0.09,+0.81%,11.2,11.27,11.04,372500,2025-07-21
GLNG,"Golar Lng Ltd",40.2,-0.79,-1.93%,40.99,41.39,39.98,860300,2025-07-21
GLRE,"Greenlight Cap. Re.",13.07,-0.04,-0.31%,13.1,13.3,13.04,134300,2025-07-21
GLSI,"Greenwich Lifesciences Inc",11.76,0.17,+1.47%,11.59,12.32,11.5,159800,2025-07-21
GLUE,"Monte Rosa Therapeutics Inc",5.83,-0.11,-1.85%,6.2,6.25,5.8,406800,2025-07-21
GMGI,"Golden Matrix Group Inc",1.605,-0.055,-3.31%,1.65,1.695,1.5991,202500,2025-07-21
GMRE,"Global Medical REIT Inc",7.15,-0.03,-0.42%,7.23,7.28,7.14,793288,"18:30 ET"
GMS,"Gms Inc",109.66,-0.17,-0.15%,109.9,110.11,109.66,1335928,"18:30 ET"
GNE,"Genie Energy Ltd Cl B",21.08,0.57,+2.78%,20.48,21.2571,20.48,141874,"18:30 ET"
GNK,"Genco Shipping & Trading Ltd",15.15,-0.07,-0.46%,15.23,15.33,15.07,681574,"18:30 ET"
GNL,"Global Net Lease Inc",7.05,-0.04,-0.56%,7.15,7.22,7.0112,1625143,"18:30 ET"
GNTY,"Guaranty Bancshares Inc",45.22,-0.3,-0.66%,45.88,45.91,45.07,100628,"18:30 ET"
GNW,"Genworth Financial Inc",7.39,-0.05,-0.67%,7.45,7.5,7.38,5908335,"18:30 ET"
GO,"Grocery Outlet Holding Corp",13.76,-0.01,-0.07%,13.9,14.09,13.73,1845500,2025-07-21
GOCO,"Gohealth Inc Cl A",5.63,-0.16,-2.68%,5.8,5.93,5.6,31600,2025-07-21
GOGL,"Golden Ocean Gp",8.17,-0.06,-0.73%,8.23,8.23,8.07,3578000,2025-07-21
GOGO,"Gogo Inc",15.7,-0.15,-0.95%,15.88,16.21,15.67,1096800,2025-07-21
GOLF,"Acushnet Holdings Corp",80.9,0.070000000000007,+0.09%,80.94,81.81,80.64,460632,"18:30 ET"
GOOD,"Gladstone Comml",13.69,0.04,+0.29%,13.64,13.72,13.58,530900,2025-07-21
GOSS,"Gossamer Bio Inc",1.75,0.05,+2.94%,1.72,1.8,1.71,2411200,2025-07-21
GPI,"Group 1 Automotive",411.96,0.94,+0.23%,412.91,419.1432,411.64,151305,"18:30 ET"
GPOR,"Gulfport Energy Corp",168.42,-18.71,-10.00%,186.64,186.64,168.39,411607,"18:30 ET"
GPRE,"Green Plains Inc",8.18,0.22,+2.76%,8.01,8.36,7.95,1226600,2025-07-21
GPRO,"Gopro Inc Cl A",0.9714,0.0889,+10.07%,0.91,1.04,0.9075,7704000,2025-07-21
GRAL,"Grail Inc",34.35,-0.84,-2.39%,35.47,35.84,34.05,819000,2025-07-21
GRBK,"Green Brick Partners",63.14,-0.41,-0.65%,64.12,64.8198,62.95,188664,"18:30 ET"
GRC,"Gorman-Rupp Company",37.09,-0.13,-0.35%,37.6,37.6,37.09,43045,"18:30 ET"
GRDN,"Guardian Pharmacy Services Inc Cl A",20.89,0.61,+3.01%,20.6,21.08,20.56,131295,"18:30 ET"
GRND,"Grindr Inc",19.87,-0.04,-0.20%,19.93,20.08,19.66,1636620,"18:30 ET"
GRNT,"Granite Ridge Resources Inc",5.19,-0.2,-3.71%,5.43,5.44,5.18,656437,"18:30 ET"
GRPN,"Groupon Cl A",34.33,1.9,+5.86%,32.6,34.42,32.3,1178200,2025-07-21
GRWG,"Growgeneration Corp",1.06,0.06,+6.00%,1,1.09,1,604000,2025-07-21
GSAT,Globalstar,25.98,-1.99,-7.11%,28.1,28.23,25.83,926100,2025-07-21
GSBC,"Great Southern Bncp",60.42,-0.09,-0.15%,60.82,61.63,60.27,64200,2025-07-21
GSHD,"Goosehead Insurance Inc Cl A",101.87,-0.22,-0.22%,102.33,103.78,101,206600,2025-07-21
GSM,"Ferroglobe Plc Os",4.57,0.14,+3.16%,4.48,4.61,4.46,4754100,2025-07-21
GT,"Goodyear Tire Rubber",11.01,0.34,+3.19%,10.74,11.05,10.59,7145900,2025-07-21
GTLS,"Chart Industries IN",167.29,-4.44,-2.59%,173.37,173.4,167.23,374227,"18:30 ET"
GTN,"Gray Media Inc",4.95,-0.14,-2.75%,5.16,5.165,4.765,2339350,"18:30 ET"
GTX,"Garrett Motion Inc",11.62,0.02,+0.17%,11.66,11.76,11.55,1141200,2025-07-21
GTY,"Getty Realty Corp",26.95,0.16,+0.60%,26.96,27.1,26.76,263417,"18:30 ET"
GUTS,"Fractyl Health Inc",1.8,0.01,+0.56%,1.8,1.94,1.8,276700,2025-07-21
GVA,"Granite Construction Incorporated",94.38,0.33999999999999,+0.36%,94.48,95.8716,93.4,443084,"18:30 ET"
GWRS,"Global Water Reso",10.11,-0.03,-0.30%,10.2,10.28,10.09,43100,2025-07-21
GYRE,"Gyre Therapeutics Inc",7.1,-0.11,-1.53%,7.23,7.35,7.09,59400,2025-07-21
HAE,"Haemonetics Corp",73.77,1.22,+1.68%,72.76,74.34,72.71,632690,"18:30 ET"
HAFC,"Hanmi Financial Corp",25.92,-0.01,-0.04%,25.99,26.42,25.9,98600,2025-07-21
HAIN,"Hain Celestial Group",1.69,0.14,+9.03%,1.54,1.695,1.5318,1647500,2025-07-21
HASI,"Ha Sustainable Infrastructure Capital Inc",26.76,0.07,+0.26%,27.05,27.21,26.705,832109,"18:30 ET"
HBB,"Hamilton Beach Brands Holding Cl A",17.73,0.050000000000001,+0.28%,17.96,17.96,17.5,17309,"18:30 ET"
HBCP,"Home Bancorp Inc",56.47,0.39,+0.70%,55.62,56.94,55.62,38100,2025-07-21
HBI,"Hanesbrands Inc",4.47,-0.04,-0.89%,4.56,4.63,4.45,3756069,"18:30 ET"
HBIO,"Harvard Bioscience",0.45,-0.0009,-0.20%,0.45,0.495,0.4441,1175000,2025-07-21
HBNC,"Horizon Bancorp",15.85,-0.07,-0.44%,15.97,16.13,15.83,102700,2025-07-21
HBT,"Hbt Financial Inc",26.35,1.04,+4.11%,25.85,26.5,25.29,31700,2025-07-21
HCAT,"Health Catalyst Inc",3.87,0.22,+6.03%,3.65,3.89,3.63,470300,2025-07-21
HCC,"Warrior Met Coal Inc",54.38,1.83,+3.48%,54.13,55.48,53.33,1115631,"18:30 ET"
HCI,"HCI Group",142.63,-0.51,-0.36%,143.4,144.89,141.9305,109463,"18:30 ET"
HCKT,"Hackett Grp Inc",23.23,-0.09,-0.39%,23.52,23.66,23.19,248900,2025-07-21
HCSG,"Healthcare Svcs Gp",12.74,0.05,+0.39%,12.79,12.88,12.66,678200,2025-07-21
HDSN,"Hudson Tech Inc",8.11,-0.11,-1.34%,8.23,8.32,8.08,181600,2025-07-21
HE,"Hawaiian Electric Industries",10.9,0.16,+1.49%,10.79,11.11,10.75,1972567,"18:30 ET"
HELE,"Helen of Troy Ltd",21.69,-0.25,-1.14%,22.2,22.25,21.24,1121800,2025-07-21
HFFG,"HF Foods Group Inc",3,-0.1,-3.23%,3.14,3.23,2.98,82700,2025-07-21
HFWA,"Heritage Financial",25,-0.08,-0.32%,25.14,25.44,24.92,102400,2025-07-21
HG,"Hamilton Insurance Group Ltd Cl B",21.03,-0.09,-0.43%,21.29,21.34,21.01,292294,"18:30 ET"
HGV,"Hilton Grand Vacations Inc",47.61,0.86,+1.84%,47.18,48.385,46.93,1197158,"18:30 ET"
HI,"Hillenbrand Inc",21.22,-0.17,-0.79%,21.71,21.77,21.21,405190,"18:30 ET"
HIFS,"Hingham Inst For Svg",246.31,2.6,+1.07%,248.53,249.46,243.28,33900,2025-07-21
HIMS,"Hims & Hers Health Inc",47.6,-2.78,-5.52%,50.215,50.34,47.54,26113383,"18:30 ET"
HIPO,"Hippo Holdings Inc",26.61,0.19,+0.72%,26.49,26.82,26.24,141694,"18:30 ET"
HL,"Hecla Mining Company",6.06,0.24,+4.12%,5.96,6.19,5.95,16381095,"18:30 ET"
HLF,"Herbalife Ltd",9.23,-0.04,-0.43%,9.34,9.53,9.19,1169141,"18:30 ET"
HLIO,"Helios Technologies Inc",35.9,-0.38,-1.05%,37.29,37.29,35.56,392730,"18:30 ET"
HLIT,"Harmonic Inc",9.23,-0.02,-0.22%,9.29,9.35,9.22,800100,2025-07-21
HLLY,"Holley Inc",2.22,0,0.00%,2.24,2.27,2.21,592708,"18:30 ET"
HLMN,"Hillman Solutions Corp",7.81,-0.01,-0.13%,7.9,7.95,7.79,1299600,2025-07-21
HLNE,"Hamilton Lane Inc Cl A",151.87,-2.77,-1.79%,156.62,157.6,151.85,324000,2025-07-21
HLX,"Helix Energy Solutions Group",6.41,0.06,+0.94%,6.4,6.445,6.32,1560834,"18:30 ET"
HMN,"Horace Mann Educators Corp",40.96,-0.41,-0.99%,41.48,41.53,40.82,203749,"18:30 ET"
HMST,"Homestreet Inc",13.22,-0.13,-0.97%,13.37,13.47,13.2,54700,2025-07-21
HNI,"Hon Industries Inc",50.7,-0.28,-0.55%,51.17,51.47,50.49,162062,"18:30 ET"
HNRG,"Hallador Energy Company",15.64,-0.15,-0.95%,15.97,16.2,15.59,351500,2025-07-21
HNST,"The Honest Company",4.63,0.03,+0.65%,4.67,4.72,4.59,2387300,2025-07-21
HNVR,"Hanover Bancorp Inc",22.35,-0.08,-0.36%,22.18,22.49,22.18,9100,2025-07-21
HOFT,"Hooker Furnishings Corp",10.73,0.18,+1.71%,10.54,10.89,10.54,45100,2025-07-21
HOMB,"Home Bancshares Inc",29.85,-0.34,-1.13%,30.16,30.42,29.81,1097816,"18:30 ET"
HONE,"Harborone Bancorp Inc",12.26,0.1,+0.82%,12.18,12.35,12.18,325700,2025-07-21
HOPE,"Hope Bancorp Inc",11.36,-0.03,-0.26%,11.43,11.59,11.35,867800,2025-07-21
HOUS,"Anywhere Real Estate Inc",4.16,0.16,+4.00%,4.04,4.235,4.04,814865,"18:30 ET"
HOV,"Hovnanian Enterprises Inc",107.61,0.47,+0.44%,108.91,111.15,107.6047,99321,"18:30 ET"
HOWL,"Werewolf Therapeutics Inc",1.4,-0.01,-0.71%,1.42,1.485,1.36,400700,2025-07-21
HP,"Helmerich & Payne",15.35,-0.17,-1.10%,15.77,15.8,15.325,1391443,"18:30 ET"
HPK,"Highpeak Energy Inc",8.06,-0.25,-3.01%,8.39,8.39,8.06,322800,2025-07-21
HPP,"Hudson Pacific Properties",2.52,-0.03,-1.18%,2.59,2.62,2.52,2368703,"18:30 ET"
HQI,"Hirequest Inc",10.03,0.22,+2.24%,9.82,10.03,9.82,8400,2025-07-21
HQY,Healthequity,97.08,-0.62,-0.63%,97.4,98.48,96,693500,2025-07-21
HRI,"Herc Holdings Inc",126.3,-10.35,-7.57%,138.38,138.38,125.19,507796,"18:30 ET"
HRMY,"Harmony Biosciences Holdings Inc",35.25,0.05,+0.14%,35.51,36.05,35.04,611900,2025-07-21
HROW,"Harrow Inc",37.08,1.19,+3.32%,36.02,38.09,35.8,603600,2025-07-21
HRTG,"Heritage Insurance Holdings",21.93,0.43,+2.00%,21.67,21.95,21.19,239181,"18:30 ET"
HRTX,"Heron Therapeutics",1.92,-0.01,-0.52%,1.93,1.99,1.91,1146400,2025-07-21
HSHP,"Himalaya Shipping Ltd",6.85,0.11,+1.63%,6.75,6.93,6.6743,187169,"18:30 ET"
HSII,"Heidrick & Struggl",45.63,-0.52,-1.13%,46.27,46.35,45.31,60300,2025-07-21
HSTM,"Healthstream Inc",26.89,0.61,+2.32%,26.39,27.14,26.27,203100,2025-07-21
HTB,"Hometrust Bancshares Inc",39.1,0.13,+0.33%,38.91,39.49,38.67,31269,"18:30 ET"
HTBK,"Heritage Commerce",10.24,-0.05,-0.49%,10.35,10.4,10.22,532500,2025-07-21
HTH,"Hilltop Holdings Inc",31.35,0.060000000000002,+0.19%,31.38,31.72,31.29,246401,"18:30 ET"
HTLD,"Heartland Express",8.46,0.13,+1.56%,8.34,8.52,8.34,463000,2025-07-21
HTO,"H2O America",50.78,0.54,+1.07%,50.41,51.22,50.36,170400,2025-07-21
HTZ,"Hertz Global Holdings Inc",7.44,-0.09,-1.20%,7.65,7.65,7.31,5832900,2025-07-21
HUBG,"Hub Group Inc A",33.95,0.08,+0.24%,33.89,34.6,33.89,342100,2025-07-21
HUMA,"Humacyte Inc",2.3,-0.03,-1.29%,2.36,2.42,2.29,1887700,2025-07-21
